Accession no.,Title,Object type,Artist,Date,Department,Culture,Materials,Technique,Dimensions,Credit line,Location,Credit,Image
1928.16,Portrait of Agostino Barbarigo,Painting,Paolo Veronese,after c. 1571,European Painting and Sculpture,"Italy, Venice",,oil on canvas,Framed: 136.2 x 136.2 x 12.1 cm (53 5/8 x 53 5/8 x 4 3/4 in.); Unframed: 102.2 x 104.2 cm (40 1/4 x 41 in.),"Gift of Mrs. L. E. Holden, Mr. and Mrs. Guerdon S. Holden, and the L. E. Holden Fund",118 Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1928.16/1928.16_web.jpg
1939.509,Pendant,Metalwork,,400–700,Art of the Americas,"Panama, International Style, 5th-8th century",,cast gold,Overall: 7.4 x 5.2 x 5.2 cm (2 15/16 x 2 1/16 x 2 1/16 in.),The Norweb Collection,233 Mesoamerican and Intermediate Region,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1939.509/1939.509_web.jpg
1968.284,Ancestral Altar Tusk,Sculpture,,c. 1820,African Art,"Nigeria, Benin Kingdom, Ẹdo peoples, members of the Igbesanmwan (wood and ivory carvers) guild",,Elephant ivory,Overall: 197.4 cm (77 11/16 in.),Gift of Katherine C. White,108A African,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1968.284/1968.284_web.jpg
2011.110,Indian Combat,Sculpture,Edmonia Lewis,1868,American Painting and Sculpture,America,,marble,Overall: 76.2 x 48.3 x 36.5 cm (30 x 19 x 14 3/8 in.),American Painting and Sculpture Sundry Purchase Fund and Purchase from the J. H. Wade Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2011.110/2011.110_web.jpg
1973.85,Seated Buddha,Sculpture,,1100s,Japanese Art,"Japan, Heian period (794–1185)",,gilded wood,Overall: 145.4 cm (57 1/4 in.); Figure: 88.2 cm (34 3/4 in.); Pedestal: 57.2 cm (22 1/2 in.),"Gift of Takako Setsu and her husband, Iwao, in memory of her father-in-law, Inosuke Setsu, and his long friendship with Sherman E. Lee",235B Japanese,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1973.85/1973.85_web.jpg
1919.1.1,Stained Glass Panel with Male Donor,Glass,,c. 1480,Medieval Art,France,,"pot metal, white glass with silver stain",Overall: 156 x 43.5 x 1.5 cm (61 7/16 x 17 1/8 x 9/16 in.),Dudley P. Allen Fund,110B Late Gothic,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1919.1.1/1919.1.1_web.jpg
1932.179,A Bridal Couple,Painting,,c. 1470,Medieval Art,"Southern Germany, 15th century",,oil on panel,Framed: 77.5 x 51 x 8.1 cm (30 1/2 x 20 1/16 x 3 3/16 in.); Unframed: 62.3 x 36.5 cm (24 1/2 x 14 3/8 in.),Delia E. Holden and L. E. Holden Funds,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1932.179/1932.179_web.jpg
1926.428,Pendant with the Virgin and Child,Enamel,Godefroid de Huy,c. 1160–1170,Medieval Art,"Mosan, Meuse Valley, Romanesque period, 12th century",,"gilded copper, champlevé enamel; the reverse decorated in vernis brun",Overall: 19.8 x 17 x 3.2 cm (7 13/16 x 6 11/16 x 1 1/4 in.),Purchase from the J. H. Wade Fund,106C Medieval Treasury,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1926.428/1926.428_web.jpg
1965.15,Portrait of the Jester Calabazas,Painting,Diego Velázquez,c. 1631–32,European Painting and Sculpture,Spain,,oil on canvas,Framed: 199.3 x 133.1 x 12.7 cm (78 7/16 x 52 3/8 x 5 in.); Unframed: 175 x 106 cm (68 7/8 x 41 3/4 in.),Leonard C. Hanna Jr. Fund,212 Baroque Painting and Sculpture,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1965.15/1965.15_web.jpg
1968.23,Samson and Delilah,Painting,Gerrit van Honthorst,c. 1616,European Painting and Sculpture,Netherlands,,oil on canvas,Framed: 158.4 x 122.5 x 11.8 cm (62 3/8 x 48 1/4 x 4 5/8 in.); Case: 139.7 x 177.8 x 28 cm (55 x 70 x 11 in.); Unframed: 129 x 94 cm (50 13/16 x 37 in.),Mr. and Mrs. William H. Marlatt Fund,217 Italian Baroque,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1968.23/1968.23_web.jpg
1992.398,On Bos'n's Hill,Painting,Edmund C. Tarbell,1901,American Painting and Sculpture,"America, early 20th Century",,oil on canvas,Framed: 126 x 100.3 x 5.8 cm (49 5/8 x 39 1/2 x 2 5/16 in.); Unframed: 106 x 78 cm (41 3/4 x 30 11/16 in.); Former: 127.6 x 101.6 x 8.9 cm (50 1/4 x 40 x 3 1/2 in.),Gift of Mr. and Mrs. Thomas A. Mann and Robert A. Mann,208 American Gilded Age and Realism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1992.398/1992.398_web.jpg
1935.310,Disk Pendant (akrafokɔnmu),Jewelry,,"1800s, before 1896",African Art,"Africa, West Africa, Ghana, Asante Empire/Kingdom, probably Kumasi, member of the goldsmiths’ guild",,Gold,Diameter: 9.8 cm (3 7/8 in.); Overall: 1.3 cm (1/2 in.),Dudley P. Allen Fund,108C African Jewelry and Metalwork,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1935.310/1935.310_web.jpg
1958.20,The Brook,Painting,Paul Cezanne,c. 1895–1900,Modern European Painting and Sculpture,"France, late 19th-early 20th Century",,oil on fabric,Framed: 74.9 x 97.2 x 8.3 cm (29 1/2 x 38 1/4 x 3 1/4 in.); Unframed: 59.2 x 81 cm (23 5/16 x 31 7/8 in.),Bequest of Leonard C. Hanna Jr.,222 Impressionism & Post-Impressionism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1958.20/1958.20_web.jpg
1943.654,Overmantel Decoration,Sculpture,Grinling Gibbons,c. 1675–77,European Painting and Sculpture,"England, 17th century (Charles II)",,lindenwood,Part 1: 69.3 x 178.4 cm (27 5/16 x 70 1/4 in.); Part 2: 164.5 x 27.3 cm (64 3/4 x 10 3/4 in.); Part 3: 177.8 x 26.7 cm (70 x 10 1/2 in.),Grace Rainey Rogers Fund,203A British Painting and Decorative Arts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1943.654/1943.654_web.jpg
1956.87,The Illustrated Miraculous Origins of the Yūzū Nenbutsu School,Painting,,early 1300s,Japanese Art,"Japan, Kamakura period (1185–1333)",,"Handscroll; ink, color, and gold on paper",Painting: 29.7 x 1232.4 cm (11 11/16 x 485 3/16 in.); Mounted: 30.3 x 1373.5 cm (11 15/16 x 540 3/4 in.),"Mr. and Mrs. William H. Marlatt, John L. Severance, and Edward L. Whittemore Funds",235B Japanese,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1956.87/1956.87_web.jpg
1959.38,Portrait of King Charles II of England,Painting,Philippe de Champaigne,1653,European Painting and Sculpture,France,,oil on canvas,Framed: 182 x 141 x 15 cm (71 5/8 x 55 1/2 x 5 7/8 in.); Unframed: 129.5 x 97.2 cm (51 x 38 1/4 in.),The Elisabeth Severance Prentiss Collection,210A Armor Court,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1959.38/1959.38_web.jpg
1943.659,Sophie Crouzet,Painting,Louis Hersent,c. 1801,Modern European Painting and Sculpture,"France, late 18th-early 19th century",,oil on fabric,Framed: 101 x 85.5 x 12.5 cm (39 3/4 x 33 11/16 x 4 15/16 in.); Unframed: 81.2 x 65 cm (31 15/16 x 25 9/16 in.),Grace Rainey Rogers Fund,202 French Neoclassical Decorative Arts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1943.659/1943.659_web.jpg
1960.176.2,Youth (from Chateau de Chaumont set),Tapestry,,1512–15,Textiles,"France, Lyon(?), early 16th century",,silk and wool; tapestry weave,Overall: 321.8 x 452 cm (126 11/16 x 177 15/16 in.),John L. Severance Fund,113 French Tapestries & Illuminated Manuscripts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1960.176.2/1960.176.2_web.jpg
1942.644,A Young Man with a Chain,Painting,Rembrandt van Rijn — Studio,c. 1629 or 1632,European Painting and Sculpture,Netherlands,,oil on wood,Framed: 83.8 x 69.9 x 12.7 cm (33 x 27 1/2 x 5 in.); Unframed: 57.8 x 43.8 cm (22 3/4 x 17 1/4 in.),Bequest of John L. Severance,213 Dutch Painting,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.644/1942.644_web.jpg
2004.85,Staff of Office,Sculpture,,early to mid-1800s,African Art,"Central Africa, Democratic Republic of the Congo, Luba",,Wood and iron,Overall: 170 x 13.3 cm (66 15/16 x 5 1/4 in.),John L. Severance Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2004.85/2004.85_web.jpg
1989.3,Bell (Lai Zhong),Metalwork,,c. 800–700 BCE,Chinese Art,"China, Shaanxi province, Meixian, Western Zhou dynasty (c. 1046–771 BCE)",,bronze,Overall: 70.3 x 37 x 26.6 cm (27 11/16 x 14 9/16 x 10 1/2 in.),Leonard C. Hanna Jr. Fund,241A Arts of Ancient China,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1989.3/1989.3_web.jpg
2009.271,Julius Caesar,Sculpture,Mino da Fiesole — Mino da Fiesole and Workshop,c. 1455–60,European Painting and Sculpture,"Italy, Florence",,marble with traces of bole (red clay) and limestone with traces of paint,Overall: 83 x 84 x 25 cm (32 11/16 x 33 1/16 x 9 13/16 in.),John L. Severance Fund,117A Italian Renaissance,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2009.271/2009.271_web.jpg
1961.220,"Portrait of Catherine Grey, Lady Manners",Painting,Thomas Lawrence,1794,European Painting and Sculpture,"England, 18th century",,oil on canvas,Framed: 280.5 x 185 x 9 cm (110 7/16 x 72 13/16 x 3 9/16 in.); Unframed: 255.3 x 158 cm (100 1/2 x 62 3/16 in.),Bequest of John D. Rockefeller Jr.,203A British Painting and Decorative Arts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1961.220/1961.220_web.jpg
1950.86,Buddha of the Future (Miroku Bosatsu),Sculpture,,late 600s,Japanese Art,"Japan, Asuka period (538–710)",,"cast bronze, incised, with traces of gilding",Overall: 45.8 cm (18 1/16 in.); Figure: 39.4 cm (15 1/2 in.),John L. Severance Fund,235B Japanese,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1950.86/1950.86_web.jpg
1967.127,Battle of the Nudes,Print,Antonio del Pollaiuolo,1470s–80s,Prints,"Italy, 15th century",,engraving,Platemark: 42 x 60.4 cm (16 9/16 x 23 3/4 in.); Sheet: 42.4 x 60.9 cm (16 11/16 x 24 in.),Purchase from the J. H. Wade Fund,101B Prints & Drawings,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1967.127/1967.127_web.jpg
1945.13,Sleep and Death Cista Handle,Sculpture,,400–375 BCE,Greek and Roman Art,Etruscan,,bronze,with base: 18.5 x 18.3 cm (7 5/16 x 7 3/16 in.); without base: 14 x 17.4 cm (5 1/2 x 6 7/8 in.),Purchase from the J. H. Wade Fund,The Cleveland Museum of Art,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1945.13/1945.13_web.jpg
1921.106,Saint Catherine with a Kneeling Male Donor,Glass,,1400s,Medieval Art,"France, Poitou, Melle, 15th century",,"pot metal, white glass with silver stain",Overall: 158.7 x 49.2 cm (62 1/2 x 19 3/8 in.),Dudley P. Allen Fund,110B Late Gothic,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1921.106/1921.106_web.jpg
1920.1976,Fragment of an Inlay Headdress,Ceramic,,c. 1353–1295 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, New Kingdom (1540–1069 BCE), Dynasty 18",,lavender blue faience with deep blue overglaze,Overall: 6.7 x 7.7 x 2.8 cm (2 5/8 x 3 1/16 x 1 1/8 in.),Gift of the John Huntington Art and Polytechnic Trust,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1920.1976/1920.1976_web.jpg
1948.206,Tea Bowl,Ceramic,,1100s–1200s,Chinese Art,"China, Fujian province, Southern Song dynasty (1127-1279)",,"Stoneware with black “hare’s fur” glaze and metal-bound rim, Jian ware",Diameter: 17.8 cm (7 in.); Overall: 8.7 cm (3 7/16 in.),Purchase from the J. H. Wade Fund,238 Chinese Ceramics,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1948.206/1948.206_web.jpg
1955.51,"Agni, God of Fire",Sculpture,,c. 1000,Indian and Southeast Asian Art,"India, Uttar Pradesh",,sandstone,Overall: 73 x 40.6 cm (28 3/4 x 16 in.),Edward L. Whittemore Fund,243 Indian and Southeast Asian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1955.51/1955.51_web.jpg
1960.176.1,The Triumph of Eternity (from Chateau de Chaumont set),Tapestry,,1512–15,Textiles,"France, Lyon(?), early 16th century",,silk and wool; tapestry weave,Overall: 319.3 x 377.6 cm (125 11/16 x 148 11/16 in.),Gift from various donors by exchange,113 French Tapestries & Illuminated Manuscripts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1960.176.1/1960.176.1_web.jpg
1961.40,Virgin and Child with Saints,Painting,Ugolino di Nerio,c. 1320,Medieval Art,Italy,,tempera and gold on wood panel,Framed: 122.2 x 200.3 x 8.9 cm (48 1/8 x 78 7/8 x 3 1/2 in.); Overall: 122.5 x 192.5 cm (48 1/4 x 75 13/16 in.),Leonard C. Hanna Jr. Fund,110A Italian Gothic,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1961.40/1961.40_web.jpg
1960.108,Flowers in a Glass,Painting,Ambrosius Bosschaert,1606,European Painting and Sculpture,Netherlands,,oil on copper,Framed: 60.3 x 52.8 x 6.4 cm (23 3/4 x 20 13/16 x 2 1/2 in.); Unframed: 35.6 x 29.3 cm (14 x 11 9/16 in.),Gift of Carrie Moss Halle in memory of Salmon Portland Halle,213 Dutch Painting,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1960.108/1960.108_web.jpg
2011.3,Settee,Wood,Thomas Hope — Unknown Maker,c. 1802–07,Decorative Art and Design,"England, 19th century",,"gilt-wood, reproduction wool upholstery",Overall: 102.2 x 113 x 71.1 cm (40 1/4 x 44 1/2 x 28 in.),Leonard C. Hanna Jr. Fund,203B British Painting and Decorative Arts,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2011.3/2011.3_web.jpg
1955.44,The White Path Between Two Rivers,Painting,,1200s,Japanese Art,"Japan, Kamakura period (1185–1333)",,"hanging scroll; ink, color, gold, silver, and cut gold on silk",Painting: 124.7 x 50.8 cm (49 1/8 x 20 in.); Mounted: 215.1 x 67.7 cm (84 11/16 x 26 5/8 in.),Gift of The Norweb Foundation,235B Japanese,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1955.44/1955.44_web.jpg
1964.369,A Guardian of Shiva,Sculpture,,1200s,Indian and Southeast Asian Art,"Southwestern India, Karnataka",,Chloritic schist,Overall: 113.3 x 49.2 x 29 cm (44 5/8 x 19 3/8 x 11 7/16 in.),John L. Severance Fund,244 Indian and Southeast Asian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1964.369/1964.369_web.jpg
1930.730,Finial,Metalwork,,475–221 BCE,Chinese Art,"China, Henan province, Jincun, Warring States period (475–221 BCE)",,bronze inlaid with gold and silver,Overall: 13.1 cm (5 3/16 in.),Purchase from the J. H. Wade Fund,241A Arts of Ancient China,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1930.730/1930.730_web.jpg
1942.637,Travelers in Hilly Countryside,Painting,Aelbert Cuyp,c. 1650,European Painting and Sculpture,Netherlands,,oil on wood,Framed: 70.8 x 96.6 x 9 cm (27 7/8 x 38 1/16 x 3 9/16 in.); Unframed: 48 x 74.5 cm (18 7/8 x 29 5/16 in.),Bequest of John L. Severance,213 Dutch Painting,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1942.637/1942.637_web.jpg
1916.1056,Summer,Painting,Pierre Puvis de Chavannes,1891,Modern European Painting and Sculpture,"France, 19th century",,oil on fabric,Framed: 189.5 x 270.5 x 14.6 cm (74 5/8 x 106 1/2 x 5 3/4 in.); Unframed: 149.6 x 232.4 cm (58 7/8 x 91 1/2 in.),Gift of Mr. and Mrs. J. H. Wade,222 Impressionism & Post-Impressionism,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1916.1056/1916.1056_web.jpg
1925.1293,"Ivory Plaque with Enthroned Mother of God (""The Stroganoff Ivory"")",Ivory,,950–1025,Medieval Art,"Byzantium, Constantinople, Byzantine period",,ivory,Overall: 25.3 x 17.2 x 1.8 cm (9 15/16 x 6 3/4 x 11/16 in.),Gift of J. H. Wade,105 Byzantine,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1925.1293/1925.1293_web.jpg
1964.89,Portrait of Jean-Gabriel du Theil at the Signing of the Treaty of Vienna,Painting,Jacques André Joseph Aved,1738–40,European Painting and Sculpture,"France, 18th century",,oil on canvas,Framed: 153.5 x 121.5 x 13.5 cm (60 7/16 x 47 13/16 x 5 5/16 in.); Unframed: 124.5 x 92.4 cm (49 x 36 3/8 in.),John L. Severance Fund,216B French and German,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1964.89/1964.89_web.jpg
1976.4,Talatat: Portrait of Nefertiti,Sculpture,,c. 1353–1347 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, Karnak, New Kingdom (1540–1069 BCE), Dynasty 18, reign of Akhenaten (1351–1334 BCE)",,painted sandstone,Overall: 21.5 x 24.3 cm (8 7/16 x 9 9/16 in.),Purchase from the J. H. Wade Fund,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1976.4/1976.4_web.jpg
1972.366,Section of a Coping Rail,Sculpture,,c. 150 BCE,Indian and Southeast Asian Art,"India, Madhya Pradesh, Bharhut, Shunga period",,sandstone,Overall: 30.5 x 122 cm (12 x 48 1/16 in.),Gift of Mr. and Mrs. Severance A. Millikin,242A Ancient India,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1972.366/1972.366_web.jpg
1991.20,"""Horned"" Male",Sculpture,,100 BCE–300 CE,Art of the Americas,"West Mexico, Colima, Comala style",,"earthenware with colored slips, black burial deposits",Overall: 41.5 x 24.9 x 24.7 cm (16 5/16 x 9 13/16 x 9 3/4 in.),Fiftieth anniversary gift of the Womens Council in honor of the Museum's Seventy-fifth anniversary,233 Mesoamerican and Intermediate Region,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1991.20/1991.20_web.jpg
1948.141,Torso of Amenpayom,Sculpture,,probably 200–100 BCE,Egyptian and Ancient Near Eastern Art,"Egypt, Greco-Roman period (332 BCE–395 CE), Ptolemaic dynasty (305–30 BCE)",,granodiorite,Overall: 96.4 x 32.3 x 28.6 cm (37 15/16 x 12 11/16 x 11 1/4 in.),Gift of the Hanna Fund,107 Egyptian,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1948.141/1948.141_web.jpg
1961.48,Sun Bodhisattva (Nikkō Bosatsu),Sculpture,,c. 800,Japanese Art,"Japan, Heian period (794–1185)",,Japanese nutmeg-yew wood with traces of color and gold,Overall: 46.7 cm (18 3/8 in.),John L. Severance Fund,235B Japanese,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1961.48/1961.48_web.jpg
1969.115,Fragment of a Floor Mosaic: Adam and Eve,Mosaic,,late 400s–early 500s CE,Medieval Art,"early Byzantium, Northern Syria, Byzantine period, late 5th-early 6th century",,marble and stone tesserae,Overall: 142.9 x 107.3 x 5.7 cm (56 1/4 x 42 1/4 x 2 1/4 in.); Mounted: 142.9 x 107.3 x 7 cm (56 1/4 x 42 1/4 x 2 3/4 in.),John L. Severance Fund,106A Migration Period & Coptic,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1969.115/1969.115_web.jpg
2003.40,Gamin,Sculpture,Augusta Savage,c. 1929,American Painting and Sculpture,America,,hand-painted plaster,Overall: 44.5 x 24.2 x 20.4 cm (17 1/2 x 9 1/2 x 8 1/16 in.),Purchase from the J. H. Wade Fund,226B American Modern,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/2003.40/2003.40_web.jpg
1981.53,Eleven-Headed Guanyin,Sculpture,,1100–1200,Chinese Art,"China, late Northern Song dynasty (960-1127) - Jin dynasty (1115-1234)",,wood with polychromy and cut gold,Overall: 218.5 cm (86 in.),Purchase from the J. H. Wade Fund,238 Chinese Ceramics,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1981.53/1981.53_web.jpg
1935.304,Mask (Bwoom),Mask,,mid- to late 1800s,African Art,"Africa, Central Africa, Democratic Republic of Congo, Kuba-style carver",,Wood and paint,Overall: 43.3 x 31.2 x 28.3 cm (17 1/16 x 12 5/16 x 11 1/8 in.),James Albert Ford Memorial Fund,108A African,CC0 — The Cleveland Museum of Art,https://openaccess-cdn.clevelandart.org/1935.304/1935.304_web.jpg
